1679453100795,1679454202359,440,1101564
1680263546837,1680266415876,188,2869039
1680266444900,1680273693261,50,7248361
1680273693261,1680274599791,507,906530
1680275381167,1680286646861,25,11265694
1680286759313,1680288592791,290,1833478
1680288947084,1680303475563,17,14528479
1680303608814,1680309175151,71,5566337
1680311092523,1680313147862,264,2055339
1680313917399,1680314545862,2,628463
1680315187658,1680316031858,538,844200
1680316213119,1680316823627,0,610508
1680317432733,1680318444513,469,1011780
1679499374326,1679500735453,48,1361127
1680319242645,1680322378793,170,3136148
1680322930890,1680323556851,661,625961
1680323894043,1680326577851,0,2683808
1680326620850,1680342431840,0,15810990
1680342527224,1680357289798,16,14762574
1680358539844,1680359645796,438,1105952
1680360090845,1680361028846,495,938001
1680361119830,1680369959851,35,8840021
1680369959851,1680371861334,282,1901483
1680373168617,1680374316851,0,1148234
1680374366196,1680390024810,0,15658614
1680390207215,1680398328856,29,8121641
1679455686722,1679456322200,649,635478
1679501083918,1679503046307,48,1962389
1680399239233,1680400808854,85,1569621
1680401126298,1680401874853,0,748555
1680402892317,1680403598922,597,706605
1679503462500,1679524211324,0,20748824
1679524546238,1679526889300,0,2343062
1680405688847,1680406555809,524,866962
1680406583086,1680410028225,32,3445139
1680410028225,1680411685790,314,1657565
1680412439588,1680413478814,458,1039226
1680413478814,1680416547841,175,3069027
1680416601968,1680419262728,107,2660760
1680419262728,1680420443481,420,1180753
1680420700294,1680422000120,386,1299826
1679526926907,1679528315848,0,1388941
1680422757389,1680423732074,0,974685
1680423732074,1680425546126,292,1814052
1680425546126,1680427072860,0,1526734
1680427311947,1680430228832,0,2916885
1680431290781,1680432047832,567,757051
1680432047832,1680433237248,413,1189416
1680433237248,1680434871831,0,1634583
1680436799392,1680438668829,0,1869437
1680440096830,1680440757828,625,660998
1679529179891,1679530529255,376,1349364
1680440892681,1680441524489,0,631808
1680441524489,1680442337750,545,813261
1680442337750,1680443543918,407,1206168
1680443883931,1680445678373,205,1794442
1680445873651,1680446487827,671,614176
1679530529255,1679534242311,142,3713056
1680446924763,1680448333832,362,1409069
1680448615723,1680449325828,596,710105
1680449405605,1680451600613,248,2195008
1680451600613,1680453767373,254,2166760
1680453767373,1680454864733,444,1097360
1680454864733,1680455650241,553,785508
1680455650241,1680456757391,0,1107150
1680456838804,1680457952828,435,1114024
1680458549845,1680477142817,0,18592972
1680477142817,1680477763083,669,620266
1680477763083,1680478783819,462,1020736
1680478893269,1680482745041,133,3851772
1680482850207,1680486111340,164,3261133
1680486328830,1680487003548,613,674718
1680487349832,1680488343992,476,994160
1680488983328,1680490314139,380,1330811
1680490314139,1680496242814,0,5928675
1679535134530,1679535852530,591,718000
1680496555983,1680497801808,0,1245825
1680497834409,1680498853377,0,1018968
1680500200811,1680502391815,0,2191004
1680502940801,1680505101818,0,2161017
1680505101818,1680509267044,120,4165226
1680510637376,1680511296779,629,659403
1680511365157,1680512777019,360,1411862
1680514353997,1680519623024,80,5269027
1680520108908,1680522123763,271,2014855
1680522579391,1680523766760,414,1187369
1680523766760,1680524538175,558,771415
1680524937376,1680527824655,187,2887279
1680527824655,1680528833169,472,1008514
1680528833169,1680531794795,183,2961626
1680533446018,1680537322558,130,3876540
1679536850037,1679538439529,0,1589492
1680539480384,1680565203081,0,25722697
1680565203081,1680566210802,473,1007721
1680566301146,1680566925652,665,624506
1680566925652,1680568097992,421,1172340
1680568097992,1680570632796,219,2534804
1680572144612,1680573783705,320,1639093
1680574402704,1680575626703,402,1223999
1680575626703,1680578853934,0,3227231
1680578853934,1680579505704,637,651770
1680579505704,1680582184837,202,2679133
1680582184837,1680588372701,0,6187864
1680588842890,1680591619313,5,2776423
1680591980668,1680592903350,119,922682
1680593465158,1680594954951,119,1489793
1680595247799,1680597061158,119,1813359
1680597954066,1680598625464,615,671398
1680598625464,1680600863695,242,2238231
1680602029813,1680604318697,237,2288884
1679539146704,1679540641855,0,1495151
1680605473566,1680609738694,117,4265128
1680609771391,1680611462695,0,1691304
1680612482454,1680613292841,0,810387
1680613292841,1680616579696,161,3286855
1680617405546,1680622702909,78,5297363
1680623138696,1680624556692,1,1417996
1680624556692,1680647408685,4,22851993
1680647594749,1680651390697,0,3795948
1680651713106,1680652514279,550,801173
1680652542061,1680656605138,70,4063077
1680658168801,1680660058687,285,1889886
1679541538827,1679542164314,662,625487
1680662831759,1680666165813,1,3334054
1680666216717,1680668008667,0,1791950
1680669914086,1680671663321,153,1749235
1680671663321,1680673373069,94,1709748
1680673373069,1680675448540,262,2075471
1680675448540,1680678614479,94,3165939
1680681608878,1680682393681,1,784803
1680683056443,1680685279678,67,2223235
1680685384908,1680690390663,0,5005755
1680690390663,1680691035007,642,644344
1680691697661,1680693205443,337,1507782
1680693991323,1680699303365,0,5312042
1680699496246,1680707205662,2,7709416
1679543597325,1679547190521,148,3593196
1680707365661,1680711124088,92,3758427
1680711124088,1680712414376,0,1290288
1680712414376,1680713560422,92,1146046
1680713560422,1680722707739,0,9147317
1679547380549,1679549582523,61,2201974
1680726935852,1680733613176,54,6677324
1680733613176,1680752447804,1,18834628
1680752914947,1680754315911,364,1400964
1680754315911,1680755321554,149,1005643
1680755321554,1680756339955,463,1018401
1680756339955,1680758924926,149,2584971
1680758924926,1680762788653,61,3863727
1680766946166,1680767658797,595,712631
1679552220246,1679553927519,304,1707273
1680773833644,1680777070814,165,3237170
1680778034360,1680779806079,298,1771719
1680780303124,1680781215361,506,912237
1680781215361,1680782940635,303,1725274
1680783625606,1680788861637,3,5236031
1680788997893,1680798963791,19,9965898
1680801173766,1680802693884,336,1520118
1680803010459,1680808739486,41,5729027
1679554846389,1679556033472,417,1187083
1680809053433,1680813783336,98,4729903
1680814414211,1680815045205,652,630994
1680815045205,1680817885212,190,2840007
1680818200189,1680819777161,325,1576972
1680820092190,1680821780115,308,1687925
1680822195916,1680826609284,111,4413368
1680826923723,1680833107446,39,6183723
1680833698880,1680834378068,608,679188
1680834652308,1680839600703,3,4948395
1680839801218,1680841287841,223,1486623
1680841376291,1680844129358,38,2753067
1680845473255,1680846365672,511,892417
1680847878650,1680850234602,234,2355952
1680850273913,1680851078599,3,804686
1680851119273,1680851986004,114,866731
1680853079800,1680854166593,46,1086793
1680854415591,1680855598677,418,1183086
1680855821668,1680856435150,66,613482
1680856814963,1680858314587,340,1499624
1680858423925,1680859148673,585,724748
1680860490347,1680861533328,456,1042981
1679557143897,1679560166931,0,3023034
1680862498094,1680863142394,643,644300
1680863753812,1680866313978,215,2560166
